user_id,timestamp,last_three_pages_visited,past_purchase_amounts,mean_purchase,purchase
8226,2023-04-07 04:18:15.910922,cart/home/checkout,"[10, 93, 60]",54.333333333333336,0
3152,2023-04-04 21:09:15.910922,checkout/cart/home,"[63, 33, 75]",57.0,1
1585,2023-04-06 01:56:15.910922,products/home/cart,"[81, 22, 6]",36.333333333333336,1
3943,2023-04-04 09:53:15.910922,products/home/checkout,"[12, 79, 58]",49.666666666666664,0
7555,2023-04-04 04:08:15.910922,products/checkout/home,"[42, 52, 31]",41.666666666666664,1
3073,2023-04-05 12:28:15.910922,home/cart/products,"[24, 16, 47]",29.0,0
1021,2023-04-05 06:11:15.910922,home/products/checkout,"[65, 35, 95]",65.0,0
3843,2023-04-06 16:15:15.910922,cart/products/home,"[65, 78, 71]",71.33333333333333,0
7989,2023-04-04 16:20:15.910922,home/products/cart,"[95, 39, 99]",77.66666666666667,0
9692,2023-04-07 21:22:15.910922,products/cart/checkout,"[19, 20, 17]",18.666666666666668,1
6873,2023-04-05 03:04:15.910922,cart/products/home,"[39, 79, 63]",60.333333333333336,0
5675,2023-04-06 04:16:15.910922,cart/home/products,"[25, 58, 79]",54.0,0
161,2023-04-08 02:00:15.910922,checkout/home/cart,"[34, 52, 39]",41.666666666666664,0
4297,2023-04-05 14:45:15.910922,home/products/cart,"[90, 42, 35]",55.666666666666664,0
995,2023-04-05 23:47:15.910922,products/cart/home,"[82, 28, 53]",54.333333333333336,0
7629,2023-04-02 15:15:15.910922,home/products/checkout,"[36, 59, 83]",59.333333333333336,0
9467,2023-04-04 23:06:15.910922,cart/home/checkout,"[62, 7, 84]",51.0,0
1016,2023-04-01 16:12:15.910922,cart/products/checkout,"[73, 89, 14]",58.666666666666664,1
7869,2023-04-03 21:44:15.910922,cart/checkout/products,"[87, 29, 72]",62.666666666666664,1
6439,2023-04-05 11:46:15.910922,cart/home/checkout,"[65, 33, 23]",40.333333333333336,0
7892,2023-04-01 15:04:15.910922,checkout/cart/products,"[47, 70, 78]",65.0,1
6863,2023-04-07 08:09:15.910922,checkout/products/home,"[65, 47, 29]",47.0,0
7916,2023-04-02 04:27:15.910922,home/checkout/products,"[24, 52, 87]",54.333333333333336,0
8529,2023-04-06 20:06:15.910922,products/checkout/home,"[91, 28, 15]",44.666666666666664,0
878,2023-04-02 23:10:15.910922,cart/products/checkout,"[59, 32, 73]",54.666666666666664,0
9268,2023-04-07 21:37:15.910922,checkout/cart/home,"[67, 63, 9]",46.333333333333336,0
4887,2023-04-02 08:54:15.910922,cart/checkout/products,"[55, 25, 16]",32.0,1
4859,2023-04-07 02:49:15.910922,products/cart/checkout,"[54, 8, 46]",36.0,0
6331,2023-04-06 16:11:15.910922,products/checkout/cart,"[88, 42, 29]",53.0,1
8571,2023-04-05 10:04:15.910922,products/checkout/cart,"[18, 79, 36]",44.333333333333336,0
8684,2023-04-01 19:56:15.910922,home/cart/checkout,"[15, 65, 22]",34.0,1
7208,2023-04-02 16:11:15.910922,home/cart/checkout,"[31, 59, 58]",49.333333333333336,0
5276,2023-04-03 11:37:15.910922,products/checkout/home,"[86, 91, 79]",85.33333333333333,0
2062,2023-04-03 13:42:15.910922,cart/products/home,"[25, 48, 9]",27.333333333333332,0
64,2023-04-07 03:03:15.910922,cart/checkout/home,"[91, 45, 63]",66.33333333333333,0
8006,2023-04-08 00:40:15.910922,products/cart/checkout,"[93, 58, 78]",76.33333333333333,0
2568,2023-04-04 17:58:15.910922,cart/products/home,"[26, 87, 69]",60.666666666666664,1
5463,2023-04-03 22:43:15.910922,products/cart/checkout,"[68, 75, 8]",50.333333333333336,0
2027,2023-04-05 00:45:15.910922,checkout/cart/home,"[69, 19, 80]",56.0,1
2695,2023-04-04 22:16:15.910922,home/cart/checkout,"[26, 90, 51]",55.666666666666664,0
9687,2023-04-04 12:51:15.910922,cart/products/home,"[85, 97, 50]",77.33333333333333,1
5258,2023-04-02 05:10:15.910922,home/products/checkout,"[18, 54, 24]",32.0,0
5618,2023-04-05 03:22:15.910922,home/products/cart,"[54, 37, 63]",51.333333333333336,0
6736,2023-04-04 09:12:15.910922,products/cart/home,"[47, 83, 16]",48.666666666666664,1
391,2023-04-06 05:53:15.910922,checkout/products/cart,"[44, 24, 98]",55.333333333333336,0
5892,2023-04-02 23:30:15.910922,products/checkout/cart,"[42, 7, 32]",27.0,0
3561,2023-04-05 04:15:15.910922,products/cart/home,"[60, 94, 98]",84.0,0
6184,2023-04-07 12:47:15.910922,cart/products/checkout,"[17, 81, 70]",56.0,0
3099,2023-04-04 04:23:15.910922,products/checkout/cart,"[41, 53, 70]",54.666666666666664,0
6278,2023-04-06 03:57:15.910922,products/cart/checkout,"[40, 58, 30]",42.666666666666664,1
8392,2023-04-08 12:34:15.910922,home/products/cart,"[79, 76, 44]",66.33333333333333,0
3104,2023-04-03 06:05:15.910922,cart/products/checkout,"[47, 26, 24]",32.333333333333336,0
7215,2023-04-06 03:46:15.910922,cart/checkout/products,"[12, 33, 44]",29.666666666666668,0
2454,2023-04-07 23:36:15.910922,home/checkout/cart,"[94, 34, 85]",71.0,0
8996,2023-04-04 10:14:15.910922,products/home/checkout,"[88, 59, 20]",55.666666666666664,0
2731,2023-04-02 15:29:15.910922,products/home/checkout,"[50, 66, 11]",42.333333333333336,1
8154,2023-04-03 13:07:15.910922,checkout/cart/home,"[84, 49, 63]",65.33333333333333,0
9762,2023-04-06 06:18:15.910922,home/cart/checkout,"[60, 52, 31]",47.666666666666664,1
5056,2023-04-06 06:28:15.910922,home/cart/products,"[57, 91, 92]",80.0,0
8110,2023-04-03 21:26:15.910922,products/checkout/home,"[77, 39, 55]",57.0,0
3840,2023-04-03 13:10:15.910922,products/cart/home,"[88, 41, 85]",71.33333333333333,0
1028,2023-04-03 03:52:15.910922,home/checkout/cart,"[99, 61, 12]",57.333333333333336,0
7385,2023-04-06 00:13:15.910922,checkout/products/home,"[83, 99, 98]",93.33333333333333,0
502,2023-04-06 10:34:15.910922,cart/home/checkout,"[24, 57, 16]",32.333333333333336,0
6910,2023-04-03 00:38:15.910922,cart/products/checkout,"[53, 21, 68]",47.333333333333336,1
9062,2023-04-07 01:45:15.910922,checkout/home/products,"[46, 98, 33]",59.0,0
6938,2023-04-04 22:41:15.910922,cart/home/checkout,"[23, 15, 54]",30.666666666666668,1
4488,2023-04-01 23:05:15.910922,home/products/cart,"[75, 62, 38]",58.333333333333336,0
206,2023-04-06 19:10:15.910922,cart/home/checkout,"[24, 54, 92]",56.666666666666664,1
5134,2023-04-05 09:41:15.910922,checkout/products/cart,"[14, 36, 56]",35.333333333333336,1
5977,2023-04-04 15:49:15.910922,cart/home/products,"[19, 88, 7]",38.0,0
7721,2023-04-02 18:12:15.910922,checkout/home/cart,"[41, 44, 76]",53.666666666666664,1
7035,2023-04-03 23:16:15.910922,cart/home/products,"[44, 60, 27]",43.666666666666664,0
1484,2023-04-05 02:03:15.910922,cart/products/checkout,"[15, 68, 12]",31.666666666666668,1
7858,2023-04-07 23:46:15.910922,home/checkout/products,"[97, 98, 60]",85.0,0
863,2023-04-07 21:45:15.910922,cart/checkout/home,"[64, 14, 43]",40.333333333333336,0
2790,2023-04-04 06:58:15.910922,home/cart/checkout,"[32, 53, 40]",41.666666666666664,1
7408,2023-04-05 11:43:15.910922,checkout/products/cart,"[17, 40, 30]",29.0,0
8755,2023-04-02 08:02:15.910922,products/cart/checkout,"[90, 8, 99]",65.66666666666667,0
5116,2023-04-07 00:50:15.910922,cart/home/checkout,"[86, 68, 42]",65.33333333333333,1
6019,2023-04-05 14:46:15.910922,checkout/products/home,"[92, 91, 26]",69.66666666666667,0
1757,2023-04-05 23:53:15.910922,checkout/products/cart,"[6, 35, 15]",18.666666666666668,0
7574,2023-04-06 03:56:15.910922,cart/products/checkout,"[96, 50, 66]",70.66666666666667,0
6374,2023-04-02 05:42:15.910922,checkout/cart/products,"[73, 68, 14]",51.666666666666664,0
6892,2023-04-07 15:40:15.910922,cart/home/checkout,"[44, 28, 48]",40.0,1
1678,2023-04-05 15:51:15.910922,home/products/checkout,"[64, 66, 91]",73.66666666666667,0
3242,2023-04-02 12:23:15.910922,cart/home/checkout,"[21, 69, 99]",63.0,0
4636,2023-04-03 19:16:15.910922,checkout/cart/products,"[99, 61, 59]",73.0,0
1059,2023-04-04 08:53:15.910922,cart/products/checkout,"[57, 60, 13]",43.333333333333336,1
6668,2023-04-06 01:34:15.910922,checkout/cart/home,"[26, 17, 93]",45.333333333333336,0
9914,2023-04-05 04:47:15.910922,home/products/checkout,"[52, 22, 80]",51.333333333333336,0
3157,2023-04-07 13:59:15.910922,products/home/checkout,"[44, 21, 19]",28.0,1
5915,2023-04-05 09:22:15.910922,checkout/products/home,"[19, 83, 67]",56.333333333333336,0
9789,2023-04-05 10:37:15.910922,products/checkout/home,"[43, 17, 85]",48.333333333333336,0
2693,2023-04-07 11:33:15.910922,products/checkout/cart,"[36, 13, 44]",31.0,0
3627,2023-04-08 00:04:15.910922,checkout/home/cart,"[24, 94, 95]",71.0,0
9555,2023-04-07 16:09:15.910922,cart/checkout/products,"[89, 86, 81]",85.33333333333333,0
5450,2023-04-03 15:25:15.910922,products/home/cart,"[84, 77, 67]",76.0,0
1663,2023-04-04 09:42:15.910922,products/cart/home,"[80, 48, 42]",56.666666666666664,1
9721,2023-04-04 15:49:15.910922,home/cart/products,"[87, 64, 75]",75.33333333333333,0
5592,2023-04-07 14:21:15.910922,cart/products/home,"[52, 22, 20]",31.333333333333332,1
7392,2023-04-06 16:49:15.910922,products/checkout/cart,"[59, 43, 72]",58.0,0
1306,2023-04-07 02:22:15.910922,home/products/cart,"[63, 93, 66]",74.0,1
6776,2023-04-02 21:15:15.910922,home/cart/products,"[17, 85, 10]",37.333333333333336,1
5864,2023-04-05 15:05:15.910922,checkout/products/home,"[87, 81, 64]",77.33333333333333,0
9474,2023-04-05 04:57:15.910922,cart/checkout/products,"[94, 18, 99]",70.33333333333333,0
7526,2023-04-06 15:20:15.910922,home/products/checkout,"[58, 8, 43]",36.333333333333336,0
8901,2023-04-06 08:22:15.910922,products/cart/checkout,"[76, 29, 81]",62.0,1
5575,2023-04-06 18:35:15.910922,home/cart/products,"[36, 63, 67]",55.333333333333336,1
5530,2023-04-06 18:09:15.910922,home/cart/checkout,"[42, 96, 57]",65.0,0
4413,2023-04-05 18:15:15.910922,cart/products/home,"[98, 71, 32]",67.0,0
3748,2023-04-02 17:00:15.910922,cart/checkout/home,"[7, 84, 26]",39.0,0
663,2023-04-07 15:44:15.910922,cart/products/checkout,"[42, 76, 76]",64.66666666666667,1
1998,2023-04-03 10:40:15.910922,products/home/checkout,"[66, 61, 10]",45.666666666666664,0
7994,2023-04-04 11:31:15.910922,home/checkout/products,"[82, 36, 14]",44.0,0
1495,2023-04-07 15:47:15.910922,checkout/products/home,"[7, 63, 80]",50.0,0
3304,2023-04-06 19:07:15.910922,products/home/cart,"[53, 63, 35]",50.333333333333336,0
3763,2023-04-07 03:17:15.910922,home/cart/products,"[97, 73, 66]",78.66666666666667,1
5232,2023-04-03 19:59:15.910922,home/checkout/cart,"[56, 93, 45]",64.66666666666667,0
1853,2023-04-02 13:35:15.910922,cart/checkout/products,"[35, 89, 88]",70.66666666666667,0
6585,2023-04-02 07:32:15.910922,checkout/home/cart,"[26, 8, 17]",17.0,0
1291,2023-04-08 12:14:15.910922,home/cart/checkout,"[49, 46, 53]",49.333333333333336,0
3581,2023-04-03 17:07:15.910922,products/cart/home,"[24, 81, 85]",63.333333333333336,0
7554,2023-04-04 18:13:15.910922,products/cart/home,"[58, 40, 5]",34.333333333333336,1
7280,2023-04-02 20:16:15.910922,checkout/products/home,"[19, 81, 21]",40.333333333333336,1
1636,2023-04-03 13:44:15.910922,checkout/products/home,"[28, 62, 76]",55.333333333333336,0
3696,2023-04-04 12:52:15.910922,home/checkout/cart,"[95, 27, 50]",57.333333333333336,0
698,2023-04-03 14:27:15.910922,home/cart/products,"[76, 12, 63]",50.333333333333336,1
4737,2023-04-07 10:26:15.910922,home/cart/checkout,"[94, 63, 17]",58.0,0
854,2023-04-02 23:27:15.910922,home/products/checkout,"[43, 32, 93]",56.0,0
8164,2023-04-08 07:47:15.910922,products/home/cart,"[65, 20, 6]",30.333333333333332,1
5855,2023-04-07 02:54:15.910922,checkout/home/products,"[86, 21, 34]",47.0,1
7392,2023-04-03 00:16:15.910922,cart/checkout/home,"[17, 97, 98]",70.66666666666667,1
6528,2023-04-08 02:43:15.910922,home/cart/checkout,"[86, 17, 47]",50.0,1
5249,2023-04-05 14:25:15.910922,checkout/products/cart,"[89, 98, 25]",70.66666666666667,1
5172,2023-04-02 10:47:15.910922,home/products/cart,"[59, 85, 44]",62.666666666666664,0
1707,2023-04-04 07:12:15.910922,cart/checkout/products,"[87, 19, 77]",61.0,0
5791,2023-04-02 13:22:15.910922,products/checkout/cart,"[56, 78, 99]",77.66666666666667,0
9925,2023-04-01 16:28:15.910922,home/checkout/cart,"[57, 91, 56]",68.0,0
5535,2023-04-06 11:59:15.910922,checkout/products/cart,"[34, 37, 61]",44.0,0
4931,2023-04-06 11:00:15.910922,products/home/checkout,"[56, 13, 58]",42.333333333333336,0
3510,2023-04-03 06:05:15.910922,cart/checkout/products,"[5, 48, 79]",44.0,0
202,2023-04-06 16:47:15.910922,cart/products/checkout,"[84, 13, 36]",44.333333333333336,0
4218,2023-04-06 00:59:15.910922,products/home/cart,"[19, 16, 82]",39.0,0
8958,2023-04-05 15:03:15.910922,checkout/home/products,"[61, 12, 76]",49.666666666666664,0
4389,2023-04-06 10:21:15.910922,checkout/home/cart,"[31, 66, 16]",37.666666666666664,0
2327,2023-04-04 10:27:15.910922,checkout/cart/products,"[69, 46, 66]",60.333333333333336,1
8004,2023-04-07 14:22:15.910922,cart/products/checkout,"[15, 47, 99]",53.666666666666664,0
2931,2023-04-06 13:42:15.910922,checkout/cart/products,"[21, 36, 97]",51.333333333333336,0
7777,2023-04-05 05:40:15.910922,products/checkout/home,"[89, 89, 44]",74.0,1
197,2023-04-04 17:58:15.910922,checkout/cart/products,"[27, 60, 10]",32.333333333333336,0
7125,2023-04-05 16:44:15.910922,cart/checkout/home,"[90, 54, 41]",61.666666666666664,0
1930,2023-04-02 18:28:15.910922,products/checkout/cart,"[68, 58, 76]",67.33333333333333,0
6287,2023-04-05 21:18:15.910922,products/checkout/home,"[53, 15, 92]",53.333333333333336,0
8800,2023-04-04 19:13:15.910922,home/checkout/cart,"[53, 25, 70]",49.333333333333336,1
9339,2023-04-03 05:29:15.910922,checkout/home/cart,"[67, 87, 32]",62.0,0
4282,2023-04-03 19:49:15.910922,cart/products/checkout,"[21, 10, 23]",18.0,0
2511,2023-04-02 02:00:15.910922,cart/products/checkout,"[60, 32, 70]",54.0,0
9986,2023-04-02 17:50:15.910922,cart/products/home,"[42, 41, 72]",51.666666666666664,0
659,2023-04-02 00:06:15.910922,home/cart/checkout,"[90, 94, 53]",79.0,0
2811,2023-04-07 15:15:15.910922,checkout/home/cart,"[47, 40, 62]",49.666666666666664,0
7098,2023-04-05 16:18:15.910922,checkout/home/cart,"[17, 56, 62]",45.0,0
6546,2023-04-03 20:42:15.910922,cart/products/home,"[36, 85, 64]",61.666666666666664,0
9561,2023-04-06 16:17:15.910922,cart/checkout/home,"[87, 62, 60]",69.66666666666667,0
1986,2023-04-05 04:35:15.910922,checkout/cart/home,"[32, 5, 46]",27.666666666666668,0
8338,2023-04-04 05:56:15.910922,cart/products/home,"[86, 52, 44]",60.666666666666664,0
2911,2023-04-03 08:49:15.910922,checkout/cart/products,"[67, 80, 76]",74.33333333333333,1
1734,2023-04-04 19:20:15.910922,home/cart/products,"[92, 84, 8]",61.333333333333336,0
1843,2023-04-01 15:11:15.910922,checkout/home/cart,"[42, 31, 13]",28.666666666666668,0
8680,2023-04-03 04:53:15.910922,home/checkout/products,"[20, 60, 80]",53.333333333333336,0
2976,2023-04-02 08:26:15.910922,cart/home/checkout,"[35, 92, 18]",48.333333333333336,0
1959,2023-04-07 08:06:15.910922,checkout/cart/home,"[29, 38, 71]",46.0,1
5759,2023-04-03 15:07:15.910922,checkout/cart/home,"[28, 77, 30]",45.0,0
6694,2023-04-03 05:34:15.910922,home/products/cart,"[24, 68, 14]",35.333333333333336,1
2385,2023-04-04 07:26:15.910922,cart/home/checkout,"[87, 71, 28]",62.0,0
4736,2023-04-08 05:27:15.910922,cart/products/checkout,"[9, 71, 62]",47.333333333333336,1
1802,2023-04-08 10:55:15.910922,checkout/cart/home,"[31, 84, 19]",44.666666666666664,0
8155,2023-04-03 06:31:15.910922,checkout/home/products,"[39, 80, 57]",58.666666666666664,1
8120,2023-04-07 12:04:15.910922,home/checkout/products,"[48, 30, 51]",43.0,0
6616,2023-04-07 02:08:15.910922,home/products/cart,"[38, 91, 99]",76.0,0
5534,2023-04-06 22:25:15.910922,home/products/cart,"[54, 88, 16]",52.666666666666664,0
4061,2023-04-04 23:52:15.910922,checkout/products/home,"[91, 8, 91]",63.333333333333336,0
262,2023-04-04 13:28:15.910922,cart/home/checkout,"[52, 59, 5]",38.666666666666664,1
6287,2023-04-07 16:48:15.910922,cart/checkout/products,"[93, 70, 34]",65.66666666666667,0
8815,2023-04-08 12:28:15.910922,checkout/cart/home,"[7, 25, 93]",41.666666666666664,0
9208,2023-04-02 05:18:15.910922,checkout/home/products,"[88, 53, 90]",77.0,0
2049,2023-04-07 10:09:15.910922,products/cart/home,"[89, 66, 42]",65.66666666666667,0
5423,2023-04-04 06:23:15.910922,products/checkout/home,"[19, 56, 83]",52.666666666666664,0
4548,2023-04-03 00:38:15.910922,products/cart/home,"[50, 29, 25]",34.666666666666664,0
3108,2023-04-07 16:36:15.910922,cart/products/checkout,"[92, 9, 74]",58.333333333333336,0
7158,2023-04-05 15:25:15.910922,checkout/products/cart,"[51, 91, 72]",71.33333333333333,1
7400,2023-04-02 18:05:15.910922,checkout/products/cart,"[95, 22, 25]",47.333333333333336,0
3170,2023-04-01 20:38:15.910922,products/checkout/home,"[96, 90, 27]",71.0,0
9874,2023-04-06 02:19:15.910922,products/cart/home,"[68, 71, 44]",61.0,1
2255,2023-04-05 15:31:15.910922,cart/home/checkout,"[14, 93, 56]",54.333333333333336,0
1154,2023-04-03 16:39:15.910922,checkout/products/cart,"[76, 79, 65]",73.33333333333333,0
4499,2023-04-03 22:21:15.910922,cart/products/checkout,"[68, 9, 57]",44.666666666666664,0
6295,2023-04-06 22:46:15.910922,home/cart/checkout,"[59, 41, 60]",53.333333333333336,0
6197,2023-04-01 17:40:15.910922,cart/checkout/home,"[63, 97, 73]",77.66666666666667,0
9888,2023-04-05 17:18:15.910922,cart/products/checkout,"[77, 63, 6]",48.666666666666664,1
1648,2023-04-03 17:28:15.910922,cart/checkout/home,"[69, 64, 55]",62.666666666666664,0
5539,2023-04-06 11:24:15.910922,home/cart/checkout,"[34, 15, 96]",48.333333333333336,0
9637,2023-04-04 23:52:15.910922,products/home/cart,"[80, 43, 94]",72.33333333333333,1
4199,2023-04-08 07:59:15.910922,home/checkout/products,"[81, 76, 67]",74.66666666666667,1
8445,2023-04-06 00:48:15.910922,home/products/cart,"[68, 65, 58]",63.666666666666664,0
2557,2023-04-03 00:26:15.910922,home/checkout/cart,"[96, 98, 77]",90.33333333333333,0
5592,2023-04-05 17:01:15.910922,products/home/checkout,"[99, 62, 89]",83.33333333333333,0
98,2023-04-07 15:07:15.910922,products/checkout/cart,"[60, 38, 35]",44.333333333333336,1
2200,2023-04-02 17:21:15.910922,cart/home/products,"[56, 93, 80]",76.33333333333333,1
2961,2023-04-08 07:50:15.910922,home/cart/products,"[5, 59, 26]",30.0,0
4973,2023-04-04 11:13:15.910922,home/checkout/cart,"[44, 5, 69]",39.333333333333336,0
4433,2023-04-06 16:20:15.910922,products/cart/home,"[67, 58, 46]",57.0,0
2869,2023-04-07 08:18:15.910922,cart/home/checkout,"[25, 83, 85]",64.33333333333333,1
956,2023-04-04 16:04:15.910922,cart/products/checkout,"[26, 42, 84]",50.666666666666664,0
8352,2023-04-06 21:07:15.910922,cart/home/checkout,"[12, 66, 51]",43.0,0
5699,2023-04-03 14:49:15.910922,checkout/home/products,"[21, 21, 94]",45.333333333333336,1
6944,2023-04-02 09:07:15.910922,cart/home/products,"[17, 21, 42]",26.666666666666668,0
4493,2023-04-04 20:49:15.910922,cart/products/home,"[85, 82, 49]",72.0,0
9492,2023-04-03 23:19:15.910922,home/products/cart,"[10, 39, 18]",22.333333333333332,0
4911,2023-04-04 19:41:15.910922,products/home/checkout,"[76, 65, 19]",53.333333333333336,0
3987,2023-04-05 18:55:15.910922,checkout/home/products,"[58, 31, 17]",35.333333333333336,0
9719,2023-04-02 12:48:15.910922,products/checkout/home,"[35, 39, 64]",46.0,0
6015,2023-04-02 23:24:15.910922,home/checkout/products,"[10, 73, 90]",57.666666666666664,0
1218,2023-04-02 20:10:15.910922,cart/products/home,"[62, 53, 27]",47.333333333333336,1
4496,2023-04-05 04:15:15.910922,cart/products/checkout,"[93, 38, 30]",53.666666666666664,0
4735,2023-04-05 05:22:15.910922,products/checkout/home,"[51, 9, 94]",51.333333333333336,0
4555,2023-04-02 14:16:15.910922,home/checkout/products,"[24, 10, 74]",36.0,0
9146,2023-04-04 10:55:15.910922,home/cart/checkout,"[63, 68, 22]",51.0,1
8050,2023-04-03 14:44:15.910922,home/cart/products,"[8, 21, 18]",15.666666666666666,1
3446,2023-04-06 08:51:15.910922,home/checkout/cart,"[82, 17, 11]",36.666666666666664,0
1045,2023-04-08 06:58:15.910922,products/checkout/home,"[48, 19, 23]",30.0,0
6893,2023-04-05 11:38:15.910922,checkout/home/products,"[67, 39, 85]",63.666666666666664,0
1693,2023-04-02 10:28:15.910922,cart/home/products,"[39, 23, 24]",28.666666666666668,0
3436,2023-04-03 05:22:15.910922,products/cart/home,"[39, 36, 52]",42.333333333333336,0
8754,2023-04-05 14:56:15.910922,cart/products/home,"[48, 28, 65]",47.0,1
5895,2023-04-03 00:01:15.910922,products/home/cart,"[21, 75, 54]",50.0,1
3354,2023-04-07 12:07:15.910922,home/cart/products,"[69, 36, 40]",48.333333333333336,0
225,2023-04-02 07:10:15.910922,cart/home/checkout,"[17, 74, 62]",51.0,1
4893,2023-04-07 12:28:15.910922,cart/products/home,"[18, 41, 83]",47.333333333333336,1
7022,2023-04-03 21:11:15.910922,checkout/home/products,"[72, 44, 63]",59.666666666666664,0
9151,2023-04-06 06:34:15.910922,products/cart/home,"[84, 96, 20]",66.66666666666667,0
5600,2023-04-05 00:43:15.910922,products/checkout/cart,"[66, 8, 49]",41.0,1
7996,2023-04-06 21:09:15.910922,cart/checkout/products,"[94, 32, 70]",65.33333333333333,0
9007,2023-04-02 05:22:15.910922,home/cart/checkout,"[35, 7, 12]",18.0,1
